"ID","fcl.bf"
0,0.124708963911525
1,0.233041779101144
2,0.0993730700851502
3,0.225622334434362
4,0.1130089920289
5,0.118330347934647
6,0.326908575392875
7,0.191920108942351
8,0.222390978695073
9,0.214757265361149
10,0.234748707175178
11,0.254430405501638
12,0.198813190795434
13,0.226473429951691
14,0.221826516220028
15,0.217140987896631
16,0.15032986273958
17,0.152250175403428
18,0.144601962922574
19,0.0943296795952782
20,0.199390288161428
21,0.0984515220834067
22,0.1273869954073
23,0.0363303738462651
24,0.00831403210474877
25,0.0908635794743429
26,0.201867128231568
27,0.134783583763176
28,0.0876325088339223
29,0.209477569313239
30,0.218034574053886
31,0.12805173807599
32,0.152124661546113
33,0.200642005502904
34,0.100134228187919
35,0.089580827653793
36,0.066978576705245
37,0.134228836490143
38,0.07823217290022
39,0.108063700707786
40,0.191052891744933
41,0.173181299885975
42,0.13122745616228
43,0.158829332456429
44,0.130880376344086
45,0.205645951774162
46,0.0901786951101261
47,0.0850948927634624
48,0.0986866791744841
49,0.153640150763737
50,0.154461144867285
51,0.199295503329848
52,0.231854152484683
53,0.136193636746734
54,0.191962905718702
55,0.201787258575959
56,0.193602536603562
57,0.170752424321072
58,0.123550214853405
59,0.156881143878463
60,0.14506571859513
61,0.0536958710976838
62,0.112559820294951
63,0.0662965382103201
64,0.073882526782416
65,0.157780253594355
66,0.1039273310179
67,0.0295657530027718
68,0.130694516971279
69,0.103031659022262
70,0.166777408637874
71,0.133673968914454
72,0.132879533234184
73,0.150411626344086
74,0.201703885374984
75,0.129194722724038
76,0.10288832690004
77,0.167313202986413
78,0.122077194106342
79,0.11186846038864
80,0.188664836263796
81,0.117986080904741
82,0.130065446379766
83,0.123820284460986
84,0.132311862156705
85,0.209063345746088
86,0.0593617647724956
87,0.0431281351501989
88,0.0520077834777994
89,0.0615446178471389
90,0.122437971952535
91,0.149153182648114
92,0.195453606116966
93,0.100853711474461
94,0.0716155127290031
95,0.0119319624270119
96,0.0284749034749035
97,0.051007556675063
98,0.0486915766176279
99,0.0962372523736959
100,0.0751117970635957
101,0.119956890492479
102,0.0887369058955935
103,0.0619092627599244
104,0.102648063781321
105,0.100383487480262
106,0.0607901588619297
107,0.0789093162569717
108,0.0732491957436278
109,0.259368740397892
110,0.236431341526944
111,0.235662712738525
112,0.154700570062883
113,0.265856267626179
114,0.159757597049008
115,0.099876390605686
116,0.184716232534069
117,0.122916795737563
118,0.138972039997452
119,0.0863711302436344
120,0.0596324209969589
121,0.120622935346862
122,0.0916905444126074
123,0.167452728138116
124,0.12053982619839
125,0.0905322862129145
126,0.0979269570423589
127,0.153258395652376
128,0.12213090599522
129,0.151981076286221
130,0.16269744835966
131,0.116906908354626
132,0.0914208074534161
133,0.0927682901117436
134,0.0807054488023164
135,0.126958689458689
136,0.0695332912875034
137,0.0731892301858172
138,0.0644698111852969
139,0.0615494466262049
140,0.0760834147930922
141,0.143735588009224
142,0.0571602408095299
143,0.110464939256463
144,0.11559502979025
145,0.14112964175946
146,0.125859389405474
147,0.0690644307149162
148,0.10074537148353
149,0.077827866728846
150,0.054320987654321
151,0.119714678583706
152,0.0439018164801974
153,0.0560556464811784
154,0.0405389003519845
155,0.0649028524183547
156,0.0830746234333678
157,0.0768002642589738
158,0.0957202646145538
159,0.0964088595799584
160,0.0869901710393932
161,0.0916531039293188
162,0.0715763342987174
163,0.0870892584558528
164,0.040175894463322
165,0.0738195912614517
166,0.0586608442503639
167,0.114018691588785
168,0.0671916312219795
169,0.0776872734121192
170,0.122471632955106
171,0.134358161648177
172,0.162087550939924
173,0.220048392671967
174,0.0705723798953544
175,0.0680969024948777
176,0.166920216362407
177,0.133007284790862
178,0.0484898927134046
179,0.09181148777194
180,0.0672518312705229
181,0.115594109340327
182,0.123350401731818
183,0.135549162998648
184,0.113484140022747
185,0.0961515477471017
186,0.14742903895777
187,0.0778659318732481
188,0.0592251032995988
189,0.129863726017572
190,0.0788730367198604
191,0.0631324880772362
192,0.0682935712984884
193,0.0649936712343845
194,0.118821914225941
